10,3,2,3,1,3,3,3,1,2,3,3,1,2,3,1,3,2,1,3,1,3,2,1,2,2,3,4,2,15,78,78,78,78,78,78,78,78,78,78,78,78,10,1,1,1,1,1,1,35,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,78,78,78,78,78,78,78,78,78,78
0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,25,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,35,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78
0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,94,23,23,25,78,78,78,78,78,78,78,78,78,78,78,78,10,23,86,23,23,23,23,35,10,23,23,23,23,23,23,23,95,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,95,23,23,35,10,23,23,94,23,23,23,23,23,23,23,23,23,23,23,86,86,23,23,15,78,78,78,78,78,78,78,78,78,78
0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,89,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,35,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78
10,23,23,23,23,23,23,23,23,23,23,23,23,50,53,23,23,23,93,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,89,23,86,23,35,10,23,23,23,23,23,50,41,41,41,55,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78
0,23,23,23,23,23,23,23,23,23,23,23,23,15,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,10,2,2,2,2,2,2,23,23,23,23,23,23,35,10,23,23,23,23,23,15,78,78,78,30,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78
10,23,23,23,23,23,23,23,23,23,23,23,23,15,10,23,23,23,23,23,23,23,23,23,23,23,86,23,23,15,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,35,10,23,23,23,23,23,15,78,78,78,30,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78
10,23,23,23,23,23,23,23,23,23,23,23,23,15,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,10,23,23,23,94,23,86,23,23,23,23,93,23,35,10,23,23,23,23,23,15,78,78,78,30,23,23,23,23,95,23,23,23,15,78,78,78,78,78,78,78,78,78,78
0,23,23,23,23,23,23,23,23,23,23,23,23,15,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,35,10,23,23,94,23,23,15,78,78,78,30,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78
